log_id,timestamp,junction_id,neighbor_junction_id,message_type,priority_class,day_type,is_festival,is_rain,is_accident,proposed_green_time_sec,counter_offer_time_sec,final_agreed_time_sec,negotiation_rounds,response_latency_ms,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
LOG1034312,2025-10-11 09:22:17.000000,J021,J001,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,64.3,47.3,49.9,3,311,0.647,19.1,44.4,124.5,0.08,0.184,0.903,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034313,2026-01-25 18:49:16.000000,J039,J028,COUNTER,Bus,Weekend,False,False,False,72.2,62.0,67.4,2,393,0.365,28.4,23.7,87.2,0.059,0.135,0.94,Bus priority granted - green extension issued to reduce transit delay
LOG1034314,2026-04-26 16:00:25.000000,J030,J004,GRANT,Normal,Weekend,False,False,False,36.7,36.7,35.5,1,264,0.258,28.3,14.4,71.9,0.043,0.099,0.947,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034315,2025-03-20 08:04:16.000000,J023,J030,COUNTER,Normal,Weekday,False,False,False,72.3,51.9,55.7,2,274,0.708,17.4,48.0,209.6,0.141,0.326,0.939,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034316,2025-08-24 15:54:22.000000,J040,J038,GRANT,Bus,Weekend,False,False,False,41.3,41.3,39.9,1,286,0.141,40.0,2.0,43.3,0.034,0.079,0.99,Bus priority granted - green extension issued to reduce transit delay
LOG1034317,2025-12-03 08:47:30.000000,J032,J002,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,100.4,77.9,82.2,4,453,0.583,20.8,43.5,155.5,0.108,0.248,0.906,Bus priority granted - green extension issued to reduce transit delay
LOG1034318,2025-08-11 13:50:22.000000,J002,J024,GRANT,Bus,Weekday,False,False,False,37.5,37.5,36.3,1,226,0.09,32.6,4.2,65.4,0.045,0.103,0.944,Bus priority granted - green extension issued to reduce transit delay
LOG1034319,2025-02-22 17:35:00.000000,J030,J035,DENY_THEN_COUNTER,Bus,Weekend,False,False,False,71.6,47.2,51.7,3,381,0.383,22.1,31.3,101.9,0.086,0.199,0.911,Bus priority granted - green extension issued to reduce transit delay
LOG1034320,2026-03-07 08:54:13.000000,J019,J024,COUNTER,Bus,Weekend,False,False,False,81.7,70.9,76.6,2,366,0.419,23.6,23.6,90.7,0.063,0.146,0.952,Bus priority granted - green extension issued to reduce transit delay
LOG1034321,2025-11-11 16:02:36.000000,J033,J008,GRANT,Bus,Weekday,False,False,False,57.3,57.3,61.8,1,186,0.222,35.0,10.9,53.7,0.041,0.095,0.954,Bus priority granted - green extension issued to reduce transit delay
LOG1034322,2025-07-19 09:37:25.000000,J022,J024,DENY_THEN_COUNTER,Bus,Weekend,False,True,False,94.1,65.2,72.4,3,392,0.561,19.1,30.0,149.5,0.096,0.222,0.895,Bus priority granted - green extension issued to reduce transit delay
LOG1034323,2026-05-08 14:44:03.000000,J026,J022,GRANT,Normal,Weekday,False,False,False,25.1,25.1,26.5,1,265,0.173,35.4,6.1,64.4,0.076,0.175,0.97,Normal free-flow traffic - standard signal timing maintained
LOG1034324,2026-02-08 18:11:58.000000,J003,J015,COUNTER,Bus,Weekend,False,False,False,77.9,52.8,60.9,2,311,0.403,27.1,29.3,102.0,0.081,0.188,0.951,Bus priority granted - green extension issued to reduce transit delay
LOG1034325,2025-07-08 20:36:36.000000,J007,J013,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,76.1,62.5,65.2,4,402,0.748,13.1,50.7,229.8,0.101,0.233,0.863,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034326,2025-09-16 13:13:45.000000,J036,J039,GRANT,Bus,Weekday,False,False,False,32.2,32.2,31.4,1,219,0.045,46.2,2.0,31.4,0.022,0.051,0.964,Bus priority granted - green extension issued to reduce transit delay
LOG1034327,2025-03-10 00:21:09.000000,J020,J004,COUNTER,Normal,Weekday,False,False,False,19.8,15.2,12.0,2,248,0.154,37.2,13.6,78.0,0.058,0.133,0.946,Normal free-flow traffic - standard signal timing maintained
LOG1034328,2025-09-25 09:46:33.000000,J027,J003,DENY_THEN_COUNTER,Bus,Weekday,False,True,False,98.9,83.4,87.9,4,429,0.576,18.9,38.9,127.9,0.067,0.155,0.898,Bus priority granted - green extension issued to reduce transit delay
LOG1034329,2025-02-17 13:45:55.000000,J007,J003,COUNTER,Bus,Weekday,False,False,False,38.6,24.5,28.8,2,300,0.126,33.2,6.2,75.5,0.063,0.145,0.958,Bus priority granted - green extension issued to reduce transit delay
LOG1034330,2025-06-12 16:46:55.000000,J014,J018,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,64.7,43.2,47.8,3,374,0.669,19.5,46.8,134.0,0.069,0.159,0.884,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034331,2025-04-02 19:43:27.000000,J002,J024,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,88.9,78.1,82.4,3,393,0.465,24.6,30.5,119.6,0.089,0.206,0.935,Bus priority granted - green extension issued to reduce transit delay
LOG1034332,2025-09-24 19:01:51.000000,J028,J030,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,90.0,57.9,62.2,3,275,0.868,11.4,61.8,234.9,0.093,0.215,0.867,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034333,2025-10-11 14:00:04.000000,J041,J003,GRANT,Bus,Weekend,False,True,False,37.2,37.2,39.2,1,253,0.091,36.7,5.8,33.0,0.026,0.06,0.912,Bus priority granted - green extension issued to reduce transit delay
LOG1034334,2025-09-22 08:19:08.000000,J040,J038,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,79.7,50.6,59.0,3,388,0.762,19.0,53.2,112.9,0.069,0.16,0.947,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034335,2026-06-22 07:50:48.000000,J025,J019,COUNTER,Normal,Weekday,False,False,False,65.1,38.1,47.7,2,247,0.597,18.8,37.9,121.9,0.065,0.15,0.939,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034336,2026-06-21 15:37:11.000000,J025,J014,GRANT,Normal,Weekend,False,True,False,42.8,42.8,46.0,1,222,0.39,24.3,28.5,67.4,0.027,0.062,0.919,Light rain detected - minor speed reduction advised
LOG1034337,2025-03-10 12:50:10.000000,J015,J027,GRANT,Normal,Weekday,False,False,False,24.1,24.1,25.5,1,179,0.094,45.1,5.5,56.7,0.054,0.125,0.977,Normal free-flow traffic - standard signal timing maintained
LOG1034338,2025-05-07 07:54:31.000000,J035,J013,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,80.1,46.9,55.9,4,449,0.828,13.7,54.9,217.0,0.103,0.238,0.897,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034339,2025-04-20 00:33:24.000000,J016,J036,COUNTER,Normal,Weekend,False,False,False,21.9,14.0,20.6,2,268,0.123,36.0,8.6,63.5,0.032,0.074,0.949,Normal free-flow traffic - standard signal timing maintained
LOG1034340,2025-02-19 09:07:04.000000,J038,J031,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,89.5,58.2,62.1,3,349,0.865,13.5,65.0,261.4,0.136,0.314,0.905,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034341,2026-06-29 15:21:19.000000,J034,J016,GRANT,Bus,Weekday,False,True,False,51.3,51.3,52.2,1,230,0.236,25.5,16.7,61.5,0.039,0.091,0.946,Bus priority granted - green extension issued to reduce transit delay
LOG1034342,2026-02-11 18:55:31.000000,J021,J028,COUNTER,Bus,Weekday,False,False,False,98.1,61.1,75.1,2,274,0.615,18.3,36.3,127.9,0.078,0.18,0.978,Bus priority granted - green extension issued to reduce transit delay
LOG1034343,2025-12-02 06:10:21.000000,J030,J033,COUNTER,Normal,Weekday,False,False,False,30.7,17.6,27.9,2,283,0.2,32.8,10.8,55.2,0.038,0.087,0.948,Normal free-flow traffic - standard signal timing maintained
LOG1034344,2025-09-03 19:02:55.000000,J006,J024,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,90.0,62.2,67.3,3,338,0.894,12.6,57.3,210.6,0.09,0.209,0.879,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034345,2025-08-28 14:41:21.000000,J012,J006,GRANT,Bus,Weekday,True,True,False,65.9,65.9,67.9,1,295,0.296,28.7,17.3,86.3,0.075,0.173,0.881,Bus priority granted - green extension issued to reduce transit delay
LOG1034346,2025-12-20 17:15:36.000000,J013,J018,GRANT,Normal,Weekend,False,False,False,54.5,54.5,56.0,1,255,0.476,29.0,30.9,74.7,0.083,0.192,0.978,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034347,2025-05-11 15:26:44.000000,J036,J039,COUNTER,Bus,Weekend,False,False,False,41.1,32.5,37.2,2,322,0.143,34.7,14.3,86.9,0.062,0.143,0.978,Bus priority granted - green extension issued to reduce transit delay
LOG1034348,2025-05-29 16:14:57.000000,J025,J027,COUNTER,Normal,Weekday,False,False,False,49.1,33.3,40.1,2,305,0.467,23.9,25.9,125.0,0.095,0.22,0.974,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034349,2025-09-21 22:05:17.000000,J019,J035,GRANT,Normal,Weekend,False,False,False,26.9,26.9,23.5,1,215,0.147,29.9,10.4,63.9,0.036,0.083,0.967,Normal free-flow traffic - standard signal timing maintained
LOG1034350,2025-12-26 18:39:37.000000,J010,J020,COUNTER,Bus,Weekday,True,False,False,97.2,78.2,87.0,2,333,0.599,19.4,35.9,154.2,0.09,0.209,0.884,Bus priority granted - green extension issued to reduce transit delay
LOG1034351,2026-05-21 08:45:25.000000,J025,J006,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,87.7,75.7,79.0,3,309,0.817,14.3,49.7,122.1,0.087,0.201,0.93,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034352,2026-02-20 14:57:20.000000,J038,J023,GRANT,Bus,Weekday,False,False,False,47.1,47.1,46.8,1,221,0.145,35.2,9.2,46.8,0.05,0.116,0.949,Bus priority granted - green extension issued to reduce transit delay
LOG1034353,2026-03-21 09:28:22.000000,J003,J037,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,80.9,69.5,71.0,4,466,0.746,14.6,48.9,141.0,0.07,0.163,0.846,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034354,2025-10-24 09:16:55.000000,J013,J022,DENY_THEN_COUNTER,Bus,Weekday,False,True,False,100.6,84.7,90.0,4,454,0.595,19.9,40.4,123.5,0.079,0.182,0.834,Bus priority granted - green extension issued to reduce transit delay
LOG1034355,2026-02-08 09:37:07.000000,J017,J031,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,64.2,40.3,42.6,4,347,0.587,21.4,38.5,126.3,0.089,0.206,0.934,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034356,2026-06-03 15:47:58.000000,J010,J023,GRANT,Normal,Weekday,False,True,False,48.0,48.0,46.1,1,225,0.352,31.9,21.8,80.9,0.063,0.146,0.933,Light rain detected - minor speed reduction advised
LOG1034357,2025-06-06 09:54:05.000000,J019,J022,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,83.9,48.7,55.3,4,419,0.517,16.8,38.0,161.0,0.089,0.206,0.946,Bus priority granted - green extension issued to reduce transit delay
LOG1034358,2025-04-07 16:10:14.000000,J004,J030,COUNTER,Normal,Weekday,True,False,False,66.9,50.1,58.9,2,303,0.547,21.7,37.3,123.1,0.074,0.17,0.884,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1034359,2025-01-03 16:29:52.000000,J009,J029,GRANT,Normal,Weekday,False,False,False,47.5,47.5,48.0,1,228,0.376,26.6,27.5,88.7,0.049,0.113,0.972,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034360,2025-01-03 16:52:10.000000,J012,J008,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,61.6,40.2,46.6,4,439,0.558,16.4,33.8,144.7,0.052,0.119,0.911,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034361,2026-01-25 18:29:02.000000,J004,J036,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,67.7,49.1,56.2,3,334,0.679,22.7,49.3,146.0,0.103,0.239,0.935,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034362,2025-06-13 11:12:19.000000,J042,J016,GRANT,Normal,Weekday,False,False,False,39.3,39.3,42.4,1,265,0.305,30.2,22.7,76.3,0.06,0.139,0.95,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034363,2025-04-06 11:49:09.000000,J011,J010,GRANT,Normal,Weekend,True,False,False,47.8,47.8,49.9,1,263,0.347,32.2,24.1,65.0,0.059,0.135,0.933,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034364,2025-12-02 20:03:05.000000,J030,J002,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,71.2,44.6,55.6,4,480,0.687,18.9,47.5,117.8,0.063,0.146,0.922,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034365,2026-03-09 10:27:48.000000,J002,J015,COUNTER,Bus,Weekday,False,False,False,65.4,44.7,53.0,2,291,0.331,19.7,23.7,127.0,0.051,0.118,0.94,Bus priority granted - green extension issued to reduce transit delay
LOG1034366,2025-08-01 08:09:25.000000,J030,J017,COUNTER,Normal,Weekday,False,True,False,90.0,62.8,70.3,2,367,0.888,11.2,60.4,339.5,0.159,0.368,0.856,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034367,2025-02-18 23:26:37.000000,J014,J006,COUNTER,Normal,Weekday,False,False,False,29.3,19.1,20.2,2,307,0.213,29.5,15.9,76.3,0.054,0.125,0.949,Normal free-flow traffic - standard signal timing maintained
LOG1034368,2025-11-12 07:37:45.000000,J034,J009,COUNTER,Normal,Weekday,False,False,False,68.3,51.8,58.6,2,305,0.535,21.9,32.7,146.5,0.093,0.216,0.946,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034369,2026-06-05 19:21:15.000000,J036,J020,COUNTER,Normal,Weekday,False,True,False,85.5,74.8,76.3,2,318,0.848,13.2,58.1,224.8,0.112,0.259,0.868,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034370,2025-01-04 18:48:15.000000,J042,J037,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,62.8,45.1,48.9,3,317,0.589,21.7,42.2,155.0,0.108,0.249,0.936,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034371,2026-05-16 19:32:00.000000,J004,J019,COUNTER,Normal,Weekend,False,True,False,68.3,44.8,51.1,2,284,0.649,22.0,45.1,146.5,0.109,0.253,0.892,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034372,2025-08-08 07:05:30.000000,J012,J014,GRANT,Bus,Weekday,False,False,False,49.2,49.2,53.1,1,268,0.222,35.4,18.2,78.2,0.075,0.173,0.959,Bus priority granted - green extension issued to reduce transit delay
LOG1034373,2025-10-24 17:16:34.000000,J030,J029,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,87.8,67.5,74.1,4,390,0.856,14.3,52.7,129.0,0.083,0.192,0.862,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034374,2025-06-07 18:51:37.000000,J035,J001,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,90.0,61.4,68.7,4,444,0.878,12.4,55.6,193.9,0.097,0.223,0.828,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034375,2025-04-05 11:01:58.000000,J007,J028,COUNTER,Normal,Weekend,False,False,False,36.5,22.1,27.8,2,344,0.226,24.0,25.3,113.8,0.07,0.162,0.968,Normal free-flow traffic - standard signal timing maintained
LOG1034376,2025-06-03 14:37:26.000000,J022,J025,GRANT,Normal,Weekday,False,True,False,41.9,41.9,43.9,1,226,0.31,25.2,25.5,73.4,0.045,0.105,0.922,Light rain detected - minor speed reduction advised
LOG1034377,2025-05-11 07:35:41.000000,J027,J004,COUNTER,Bus,Weekend,False,True,False,64.4,57.6,59.6,2,229,0.33,30.9,23.0,49.0,0.051,0.118,0.889,Bus priority granted - green extension issued to reduce transit delay
LOG1034378,2025-06-05 12:37:33.000000,J029,J024,GRANT,Normal,Weekday,False,True,False,52.5,52.5,54.1,1,191,0.39,33.3,21.0,58.9,0.05,0.116,0.915,Light rain detected - minor speed reduction advised
LOG1034379,2025-01-15 16:57:20.000000,J033,J005,DENY_THEN_COUNTER,Bus,Weekday,True,False,False,92.8,76.6,79.4,4,401,0.533,25.2,33.5,109.8,0.08,0.185,0.864,Bus priority granted - green extension issued to reduce transit delay
LOG1034380,2025-01-08 09:05:38.000000,J040,J019,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,101.6,87.5,90.0,4,414,0.577,22.3,38.1,139.0,0.081,0.187,0.924,Bus priority granted - green extension issued to reduce transit delay
LOG1034381,2025-10-15 16:22:25.000000,J004,J039,GRANT,Bus,Weekday,False,False,False,64.6,64.6,63.8,1,194,0.263,29.7,19.7,90.3,0.068,0.156,0.986,Bus priority granted - green extension issued to reduce transit delay
LOG1034382,2025-11-27 17:46:37.000000,J012,J024,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,76.8,60.0,62.0,4,494,0.787,15.6,48.8,128.6,0.067,0.156,0.913,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034383,2026-02-17 09:53:44.000000,J034,J001,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,84.9,51.5,55.3,4,390,0.747,17.7,47.1,100.9,0.06,0.138,0.911,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034384,2026-04-29 07:09:20.000000,J003,J013,GRANT,Normal,Weekday,False,False,False,43.0,43.0,43.7,1,204,0.438,20.0,29.2,123.3,0.063,0.145,0.967,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034385,2025-06-11 10:58:32.000000,J035,J019,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,70.4,59.5,60.9,3,396,0.609,24.5,43.0,124.1,0.088,0.203,0.865,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034386,2025-08-24 20:55:22.000000,J025,J003,COUNTER,Normal,Weekend,False,False,False,32.3,19.9,21.2,2,243,0.256,27.7,16.1,126.3,0.1,0.231,0.939,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034387,2026-05-08 09:14:51.000000,J006,J027,COUNTER,Normal,Weekday,False,False,False,90.0,59.5,70.3,2,263,0.888,9.7,61.5,215.8,0.097,0.223,0.921,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034388,2026-02-09 09:40:29.000000,J008,J006,COUNTER,Bus,Weekday,False,False,False,98.4,72.5,82.1,2,402,0.606,21.7,36.4,84.7,0.046,0.106,0.96,Bus priority granted - green extension issued to reduce transit delay
LOG1034389,2026-06-14 09:52:23.000000,J010,J015,DENY_THEN_COUNTER,Bus,Weekend,False,False,False,69.2,60.0,59.0,4,323,0.372,25.1,23.0,82.6,0.055,0.127,0.905,Bus priority granted - green extension issued to reduce transit delay
LOG1034390,2025-07-23 15:01:31.000000,J013,J006,COUNTER,Bus,Weekday,False,False,False,42.7,25.9,31.3,2,212,0.133,39.9,9.9,32.1,0.042,0.097,0.973,Bus priority granted - green extension issued to reduce transit delay
LOG1034391,2025-11-26 08:38:49.000000,J015,J002,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,88.8,56.3,66.7,4,408,0.895,14.6,61.9,209.9,0.11,0.253,0.83,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034392,2026-03-04 12:50:53.000000,J028,J004,COUNTER,Normal,Weekday,True,False,False,32.7,18.1,22.7,2,252,0.305,30.6,12.5,68.8,0.053,0.122,0.891,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034393,2026-05-22 10:51:30.000000,J040,J002,GRANT,Normal,Weekday,False,False,False,39.5,39.5,35.4,1,254,0.301,33.2,26.1,73.3,0.042,0.097,0.963,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034394,2026-02-12 08:49:40.000000,J035,J015,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,90.0,53.2,61.6,3,306,0.876,13.3,63.7,203.2,0.094,0.217,0.904,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034395,2026-06-10 16:28:53.000000,J011,J010,COUNTER,Normal,Weekday,False,False,False,50.3,38.9,40.9,2,290,0.486,26.1,39.6,125.2,0.098,0.227,0.93,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034396,2025-04-13 09:06:19.000000,J037,J022,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,77.4,56.9,62.5,4,425,0.739,19.7,44.0,168.0,0.114,0.262,0.914,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034397,2026-05-10 10:23:43.000000,J019,J020,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,62.9,46.8,50.8,4,342,0.548,24.1,26.8,88.2,0.063,0.145,0.874,Light rain detected - minor speed reduction advised
LOG1034398,2025-09-14 00:33:52.000000,J039,J001,COUNTER,Normal,Weekend,False,True,True,80.8,69.9,74.0,2,314,0.726,18.5,38.7,107.9,0.064,0.149,0.755,Accident detected nearby - reroute and reduced speed advised
LOG1034399,2026-01-31 10:43:06.000000,J026,J007,COUNTER,Normal,Weekend,False,False,False,46.3,31.3,35.4,2,358,0.348,31.2,22.2,71.5,0.051,0.117,0.958,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034400,2025-08-20 08:52:18.000000,J030,J027,COUNTER,Bus,Weekday,False,False,False,96.5,73.3,81.3,2,280,0.565,24.9,36.7,87.3,0.053,0.123,0.951,Bus priority granted - green extension issued to reduce transit delay
LOG1034401,2025-08-22 09:37:44.000000,J026,J013,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,85.1,57.4,62.9,3,411,0.832,13.5,58.1,170.9,0.058,0.134,0.902,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034402,2026-04-07 06:29:58.000000,J001,J019,GRANT,Normal,Weekday,False,False,False,36.2,36.2,38.3,1,201,0.252,29.9,17.2,102.8,0.083,0.193,0.973,Moderate traffic flow - standard adaptive signal timing in effect
